,Country,City,Overall_AQI_Value,Overall_AQI_Category,CO_AQI_Value,CO_AQI_Category,Ozone_AQI_Value,Ozone_AQI_Category,NO2_AQI_Value,NO2_AQI_Category,PM2.5_AQI_Value,PM2.5_AQI_Category,Latitude,Longitude,Continent
4703,United States,Hickory Hills,75,Moderate,2,Good,14,Good,19,Good,75,Moderate,41.7248,-87.828,North America
4704,United Kingdom,High Wycombe,33,Good,1,Good,12,Good,8,Good,33,Good,51.6287,-0.7482,Europe
4705,United States,Holbrook,48,Good,1,Good,34,Good,5,Good,48,Good,40.7944,-73.07,North America
4706,Netherlands,Hoogeveen,33,Good,0,Good,33,Good,1,Good,29,Good,52.7333,6.4833,Europe
4707,Peru,Huancavelica,10,Good,0,Good,2,Good,1,Good,10,Good,-12.7864,-74.9756,South America
4708,Peru,Huancayo,25,Good,0,Good,4,Good,2,Good,25,Good,-12.0667,-75.2167,South America
4709,United Kingdom,Huddersfield,31,Good,1,Good,23,Good,4,Good,31,Good,53.645,-1.7798,Europe
4710,United States,Hueytown,80,Moderate,1,Good,17,Good,11,Good,80,Moderate,33.4239,-87.022,North America
4711,United States,Danbury,57,Moderate,1,Good,27,Good,10,Good,57,Moderate,41.4015,-73.4709,North America
4712,Macedonia,Debar,62,Moderate,1,Good,42,Good,0,Good,62,Moderate,41.525,20.5272,Europe
4713,India,Dharmavaram,81,Moderate,0,Good,27,Good,0,Good,81,Moderate,14.43,77.72,Asia
4714,Niger,Diffa,70,Moderate,2,Good,32,Good,1,Good,70,Moderate,13.3171,12.6089,Africa
4715,Mexico,Chemax,65,Moderate,1,Good,23,Good,0,Good,65,Moderate,20.655,-87.9372,North America
4716,Ukraine,Chortkiv,79,Moderate,1,Good,33,Good,1,Good,79,Moderate,49.0167,25.8,Europe
4717,Mexico,Ciudad Valles,51,Moderate,1,Good,21,Good,2,Good,51,Moderate,21.9833,-99.0167,North America
4718,Ecuador,Vinces,67,Moderate,2,Good,11,Good,6,Good,67,Moderate,-1.55,-79.7333,South America
4719,United States,Vineland,70,Moderate,1,Good,42,Good,4,Good,70,Moderate,39.4653,-74.9981,North America
4720,Congo,Watsa,48,Good,1,Good,10,Good,0,Good,48,Good,3.0372,29.5355,Africa
4721,Belgium,Wattrelos,38,Good,1,Good,23,Good,3,Good,38,Good,50.7,3.217,Europe
4722,Germany,Werther,37,Good,1,Good,37,Good,1,Good,24,Good,52.075,8.4125,Europe
4723,United States,West Des Moines,37,Good,1,Good,37,Good,4,Good,35,Good,41.5521,-93.7806,North America
4724,United States,West Norriton,59,Moderate,1,Good,45,Good,4,Good,59,Moderate,40.1308,-75.3794,North America
4725,United Kingdom,Westhoughton,61,Moderate,0,Good,32,Good,1,Good,61,Moderate,53.549,-2.529,Europe
4726,United Kingdom,Whitburn,57,Moderate,0,Good,30,Good,0,Good,57,Moderate,55.8621,-3.6872,Europe
4727,United States,Williamstown,73,Moderate,1,Good,43,Good,4,Good,73,Moderate,39.6874,-74.9786,North America
4728,Poland,Wschowa,36,Good,1,Good,27,Good,1,Good,36,Good,51.8,16.3167,Europe
4729,China,Xinpu,171,Unhealthy,4,Good,171,Unhealthy,3,Good,141,Unhealthy for Sensitive Groups,34.5906,119.1801,Asia
4730,India,Yelahanka,57,Moderate,1,Good,27,Good,0,Good,57,Moderate,13.1007,77.5963,Asia
4731,Russia,Yelets,61,Moderate,0,Good,33,Good,0,Good,61,Moderate,52.6167,38.4667,Asia
4732,Turkey,Yozgat,41,Good,1,Good,41,Good,0,Good,37,Good,39.8208,34.8083,Europe
4733,China,Yuanlin,149,Unhealthy for Sensitive Groups,3,Good,128,Unhealthy for Sensitive Groups,15,Good,149,Unhealthy for Sensitive Groups,23.9611,120.5736,Asia
4734,United States,Yucca Valley,44,Good,1,Good,43,Good,2,Good,44,Good,34.1234,-116.4216,North America
4735,Russia,Yugorsk,31,Good,1,Good,30,Good,0,Good,31,Good,61.3167,63.3333,Asia
4736,Russia,Yuryuzan,33,Good,1,Good,32,Good,0,Good,33,Good,54.8667,58.4333,Asia
4737,Russia,Zelenogorsk,39,Good,1,Good,39,Good,3,Good,28,Good,56.1,94.5833,Asia
4738,Poland,Zgorzelec,32,Good,0,Good,28,Good,1,Good,32,Good,51.15,15.0083,Europe
4739,United States,Zionsville,53,Moderate,1,Good,24,Good,12,Good,53,Moderate,39.9897,-86.3182,North America
4740,Ukraine,Zuhres,45,Good,1,Good,45,Good,1,Good,37,Good,48.0181,38.2563,Europe
4741,India,Lakshmeshwar,76,Moderate,0,Good,23,Good,0,Good,76,Moderate,15.13,75.47,Asia
4742,Mauritius,Lalmatie,31,Good,0,Good,28,Good,0,Good,31,Good,-20.0184,57.5802,Africa
4743,France,Lambersart,38,Good,1,Good,23,Good,3,Good,38,Good,50.65,3.025,Europe
4744,United States,Lebanon,41,Good,1,Good,41,Good,0,Good,30,Good,40.3412,-76.4228,North America
4745,Spain,Lebrija,38,Good,1,Good,30,Good,4,Good,38,Good,36.9194,-6.0781,Europe
4746,Germany,Leverkusen,32,Good,1,Good,32,Good,2,Good,30,Good,51.0333,6.9833,Europe
4747,Russia,Likhoslavl,31,Good,0,Good,31,Good,0,Good,28,Good,57.1333,35.4833,Asia
4748,United States,Lincoln,35,Good,1,Good,35,Good,4,Good,32,Good,40.8099,-96.6784,North America
4749,United States,Lincolnia,61,Moderate,2,Good,40,Good,6,Good,61,Moderate,38.8158,-77.1543,North America
4750,Tanzania,Lindi,35,Good,0,Good,22,Good,0,Good,35,Good,-9.9969,39.7144,Africa
4751,United States,Livingston,57,Moderate,1,Good,44,Good,5,Good,57,Moderate,55.8834,-3.5157,North America
4752,United States,Los Lunas,72,Moderate,1,Good,28,Good,3,Good,72,Moderate,34.8115,-106.7803,North America
4753,Mexico,Los Mochis,74,Moderate,1,Good,17,Good,2,Good,74,Moderate,25.7835,-108.9937,North America
4754,Philippines,Luna,54,Moderate,1,Good,23,Good,0,Good,54,Moderate,16.85,120.3833,Asia
4755,France,Lunel,41,Good,1,Good,37,Good,0,Good,41,Good,43.6769,4.1353,Europe
4756,Romania,Lupeni,55,Moderate,1,Good,39,Good,0,Good,55,Moderate,45.3603,23.2383,Europe
4757,United States,Lyons,82,Moderate,2,Good,9,Good,30,Good,82,Moderate,41.8119,-87.8191,North America
4758,Netherlands,Maastricht,36,Good,1,Good,32,Good,3,Good,36,Good,50.85,5.6833,Europe
4759,Philippines,Mabitac,57,Moderate,1,Good,26,Good,1,Good,57,Moderate,14.4333,121.4167,Asia
4760,Mexico,Magdalena,58,Moderate,2,Good,1,Good,5,Good,58,Moderate,14.2,121.4333,North America
4761,Russia,Malaya Vishera,36,Good,0,Good,36,Good,0,Good,12,Good,58.85,32.2333,Asia
4762,India,Margherita,53,Moderate,2,Good,24,Good,1,Good,53,Moderate,27.28,95.68,Asia
4763,Georgia,Khashuri,47,Good,1,Good,33,Good,0,Good,47,Good,41.9975,43.5986,Europe
4764,United Kingdom,Kidsgrove,56,Moderate,0,Good,32,Good,1,Good,56,Moderate,53.0874,-2.2478,Europe
4765,Finland,Kirkkonummi,185,Unhealthy,7,Good,24,Good,13,Good,185,Unhealthy,60.1167,24.4167,Europe
4766,Senegal,Kolda,146,Unhealthy for Sensitive Groups,2,Good,21,Good,0,Good,146,Unhealthy for Sensitive Groups,12.8833,-14.95,Africa
4767,Poland,Koszalin,32,Good,0,Good,32,Good,0,Good,27,Good,54.2,16.1833,Europe
4768,Kyrgyzstan,Kant,120,Unhealthy for Sensitive Groups,1,Good,34,Good,1,Good,120,Unhealthy for Sensitive Groups,42.8833,74.85,Asia
4769,Japan,Karatsu,53,Moderate,2,Good,42,Good,5,Good,53,Moderate,33.45,129.9667,Asia
4770,Russia,Karpinsk,24,Good,1,Good,24,Good,0,Good,11,Good,59.7667,59.9833,Asia
4771,Congo,Kasangulu,91,Moderate,2,Good,29,Good,1,Good,91,Moderate,-4.5911,15.1703,Africa
4772,Japan,Kasuga,48,Good,2,Good,48,Good,3,Good,42,Good,33.5333,130.4667,Asia
4773,Pakistan,Jauharabad,224,Very Unhealthy,2,Good,141,Unhealthy for Sensitive Groups,1,Good,224,Very Unhealthy,32.2919,72.2736,Asia
4774,India,Jobat,154,Unhealthy,1,Good,35,Good,0,Good,154,Unhealthy,22.416,74.5683,Asia
4775,United States,Johnson City,58,Moderate,2,Good,24,Good,7,Good,58,Moderate,36.3406,-82.3806,North America
4776,Nigeria,Kaduna,84,Moderate,2,Good,31,Good,0,Good,84,Moderate,10.5167,7.4333,Africa
4777,Germany,Kaltenkirchen,30,Good,1,Good,30,Good,3,Good,27,Good,53.8397,9.9603,Europe
4778,Mali,Koutiala,46,Good,1,Good,14,Good,0,Good,46,Good,12.3833,-5.4667,Africa
4779,Poland,Kowary,30,Good,0,Good,28,Good,1,Good,30,Good,50.7917,15.8333,Europe
4780,Ukraine,Krasnohrad,53,Moderate,1,Good,41,Good,0,Good,53,Moderate,49.3719,35.4569,Europe
4781,Thailand,Kui Buri,34,Good,0,Good,16,Good,0,Good,34,Good,12.0702,99.8667,Asia
4782,Japan,Kuji,44,Good,1,Good,44,Good,0,Good,35,Good,40.1905,141.7757,Asia
4783,Russia,Kuvandyk,29,Good,1,Good,29,Good,0,Good,17,Good,51.4667,57.3667,Asia
4784,United States,La Habra,135,Unhealthy for Sensitive Groups,4,Good,5,Good,31,Good,135,Unhealthy for Sensitive Groups,33.9282,-117.9515,North America
4785,United States,Laguna Beach,46,Good,2,Good,24,Good,12,Good,46,Good,33.5455,-117.7613,North America
4786,United States,North Arlington,60,Moderate,1,Good,42,Good,6,Good,60,Moderate,40.7874,-74.1273,North America
4787,Malawi,Nsanje,32,Good,0,Good,22,Good,0,Good,32,Good,-16.9167,35.2667,Africa
4788,Tanzania,Nzega,34,Good,0,Good,15,Good,0,Good,34,Good,-4.2169,33.1864,Africa
4789,United Kingdom,Oakham,29,Good,0,Good,29,Good,1,Good,25,Good,52.6705,-0.7333,Europe
4790,United States,Ocean Springs,27,Good,0,Good,27,Good,2,Good,23,Good,30.4082,-88.7861,North America
4791,France,Octeville,30,Good,0,Good,30,Good,3,Good,24,Good,49.6269,-1.6431,Europe
4792,Iran,Naqadeh,83,Moderate,1,Good,41,Good,0,Good,83,Moderate,36.9547,45.3881,Asia
4793,United States,New Carrollton,57,Moderate,1,Good,42,Good,5,Good,57,Moderate,38.9656,-76.8775,North America
4794,Italy,Nichelino,53,Moderate,1,Good,32,Good,2,Good,53,Moderate,44.9955,7.6466,Europe
4795,Netherlands,Nijmegen,35,Good,1,Good,32,Good,3,Good,35,Good,51.8475,5.8625,Europe
4796,United States,Niles,60,Moderate,2,Good,12,Good,18,Good,60,Moderate,42.0278,-87.8099,North America
4797,Japan,Nishio,58,Moderate,1,Good,50,Good,2,Good,58,Moderate,34.8333,137.0667,Asia
4798,Malawi,Nkhata Bay,53,Moderate,1,Good,20,Good,0,Good,53,Moderate,-11.6,34.3,Africa
4799,Finland,Vihti,28,Good,1,Good,28,Good,3,Good,10,Good,60.4051,24.3959,Europe
4800,Italy,Villorba,93,Moderate,1,Good,33,Good,5,Good,93,Moderate,45.7333,12.2333,Europe
4801,Switzerland,Volketswil,111,Unhealthy for Sensitive Groups,1,Good,29,Good,2,Good,111,Unhealthy for Sensitive Groups,47.3906,8.6953,Europe
4802,Ukraine,Vyshneve,85,Moderate,1,Good,39,Good,1,Good,85,Moderate,50.3869,30.3581,Europe
4803,Germany,Waiblingen,61,Moderate,1,Good,27,Good,3,Good,61,Moderate,48.8303,9.3169,Europe
4804,United States,Walla Walla,28,Good,1,Good,28,Good,2,Good,21,Good,46.0671,-118.3368,North America
4805,Germany,Winterberg,46,Good,1,Good,27,Good,2,Good,46,Good,51.2,8.5167,Europe
4806,United States,Woodward,67,Moderate,1,Good,24,Good,3,Good,67,Moderate,36.4247,-99.4058,North America
4807,Russia,Yanaul,43,Good,1,Good,29,Good,1,Good,43,Good,56.2833,54.9333,Asia
4808,Canada,Yellowknife,24,Good,1,Good,24,Good,0,Good,5,Good,62.4709,-114.4053,North America
4809,Cameroon,Yokadouma,79,Moderate,3,Good,11,Good,0,Good,79,Moderate,3.5167,15.05,Africa
4810,Germany,Zehdenick,34,Good,0,Good,34,Good,1,Good,34,Good,52.9833,13.3333,Europe
4811,Ukraine,Zhashkiv,65,Moderate,1,Good,42,Good,0,Good,65,Moderate,49.25,30.1,Europe
4812,Poland,Zielonka,47,Good,1,Good,38,Good,1,Good,47,Good,52.3008,21.1586,Europe
4813,Portugal,Tavira,38,Good,1,Good,38,Good,1,Good,26,Good,37.1167,-7.65,Europe
4814,United States,Taylor,29,Good,1,Good,20,Good,2,Good,29,Good,42.226,-83.2688,North America
4815,United States,Taylors,58,Moderate,1,Good,42,Good,4,Good,58,Moderate,34.9157,-82.3124,North America
4816,Spain,Teguise,63,Moderate,1,Good,35,Good,1,Good,63,Moderate,29.0611,-13.5597,Europe
4817,Germany,Teltow,38,Good,0,Good,32,Good,1,Good,38,Good,52.4022,13.2706,Europe
4818,Brazil,Terra Santa,27,Good,1,Good,6,Good,0,Good,27,Good,-2.1039,-56.4869,South America
4819,Thailand,Thap Than,21,Good,0,Good,21,Good,0,Good,19,Good,15.457,99.8959,Asia
4820,Chile,Tocopilla,25,Good,1,Good,6,Good,14,Good,25,Good,-22.0964,-70.2,South America
4821,Brazil,Toledo,19,Good,1,Good,15,Good,0,Good,19,Good,41.6638,-83.5827,South America
4822,India,Tondi,55,Moderate,0,Good,31,Good,0,Good,55,Moderate,9.7417,79.0177,Asia
4823,Belgium,Torhout,40,Good,1,Good,32,Good,2,Good,40,Good,51.0661,3.1014,Europe
4824,Japan,Toride,51,Moderate,1,Good,47,Good,4,Good,51,Moderate,35.9115,140.0504,Asia
4825,United States,Towson,38,Good,1,Good,29,Good,8,Good,38,Good,39.3944,-76.619,North America
4826,Germany,Trier,53,Moderate,1,Good,29,Good,3,Good,53,Moderate,49.7567,6.6414,Europe
4827,India,Udaipura,167,Unhealthy,1,Good,38,Good,0,Good,167,Unhealthy,23.0743,78.5111,Asia
4828,Russia,Unecha,36,Good,1,Good,36,Good,0,Good,16,Good,52.8461,32.6767,Asia
4829,Lithuania,Utena,34,Good,0,Good,33,Good,0,Good,34,Good,55.5,25.6,Europe
4830,India,Vadamadurai,60,Moderate,1,Good,31,Good,1,Good,60,Moderate,10.4408,78.0978,Asia
4831,Papua New Guinea,Vanimo,15,Good,0,Good,15,Good,0,Good,8,Good,-2.6667,141.2833,Oceania
4832,Colombia,Venadillo,70,Moderate,2,Good,14,Good,3,Good,70,Moderate,4.75,-74.9167,South America
4833,South Africa,Vereeniging,274,Very Unhealthy,16,Good,8,Good,19,Good,274,Very Unhealthy,-26.6736,27.9319,Africa
4834,Cuba,Vertientes,62,Moderate,1,Good,21,Good,2,Good,62,Moderate,21.2569,-78.1492,North America
4835,Belgium,Verviers,48,Good,1,Good,23,Good,4,Good,48,Good,50.5833,5.85,Europe
4836,India,Supaul,67,Moderate,2,Good,48,Good,1,Good,67,Moderate,26.126,86.605,Asia
4837,Russia,Surkhakhi,36,Good,1,Good,36,Good,1,Good,36,Good,43.1878,44.9036,Asia
4838,Italy,Suzzara,120,Unhealthy for Sensitive Groups,2,Good,28,Good,10,Good,120,Unhealthy for Sensitive Groups,44.9927,10.7494,Europe
4839,Philippines,Tanza,63,Moderate,1,Good,23,Good,1,Good,63,Moderate,14.3944,120.8531,Asia
4840,Philippines,Sorsogon,47,Good,1,Good,26,Good,0,Good,47,Good,12.9742,124.0058,Asia
4841,Belgium,Soumagne,48,Good,1,Good,23,Good,4,Good,48,Good,50.6167,5.75,Europe
4842,United States,South Hill,57,Moderate,2,Good,17,Good,15,Good,57,Moderate,47.1198,-122.2853,North America
4843,Germany,Spremberg,43,Good,1,Good,24,Good,5,Good,43,Good,51.5717,14.3794,Europe
4844,Germany,Steinhagen,39,Good,0,Good,34,Good,1,Good,39,Good,52.005,8.4147,Europe
4845,United States,Steubenville,43,Good,1,Good,43,Good,4,Good,32,Good,40.3653,-80.6519,North America
4846,United Kingdom,Stourbridge,53,Moderate,1,Good,27,Good,4,Good,53,Moderate,52.4575,-2.1479,Europe
4847,Macedonia,Struga,60,Moderate,1,Good,41,Good,0,Good,60,Moderate,41.1775,20.6789,Europe
4848,Russia,Stupino,33,Good,1,Good,33,Good,1,Good,22,Good,54.8833,38.1,Asia
4849,Brazil,Horizonte,32,Good,0,Good,16,Good,1,Good,32,Good,-4.0989,-38.4958,South America
4850,Ecuador,Huaquillas,41,Good,1,Good,15,Good,2,Good,41,Good,-3.4814,-80.2432,South America
4851,India,Hungund,89,Moderate,0,Good,27,Good,0,Good,89,Moderate,16.0621,76.0586,Asia
4852,India,Ichalkaranji,90,Moderate,0,Good,24,Good,0,Good,90,Moderate,16.7,74.47,Asia
4853,Japan,Ichinomiya,57,Moderate,1,Good,49,Good,4,Good,57,Moderate,35.3039,136.8031,Asia
4854,Syria,Idlib,56,Moderate,1,Good,47,Good,1,Good,56,Moderate,35.9333,36.6333,Asia
4855,Brazil,Igrejinha,44,Good,1,Good,16,Good,3,Good,44,Good,-29.5739,-50.79,South America
4856,Pakistan,Hafizabad,248,Very Unhealthy,2,Good,149,Unhealthy for Sensitive Groups,1,Good,248,Very Unhealthy,32.0714,73.6878,Asia
4857,United States,Harker Heights,46,Good,1,Good,21,Good,2,Good,46,Good,31.0572,-97.6446,North America
4858,United States,Harvey,59,Moderate,1,Good,19,Good,7,Good,59,Moderate,29.8876,-90.0666,North America
4859,United Kingdom,Hatfield,30,Good,0,Good,30,Good,1,Good,25,Good,51.7636,-0.2258,Europe
4860,India,Hatta,155,Unhealthy,1,Good,43,Good,0,Good,155,Unhealthy,24.1341,79.6012,Asia
4861,Netherlands,Hattem,32,Good,1,Good,30,Good,3,Good,32,Good,52.4667,6.0667,Europe
4862,Japan,Hayama,51,Moderate,1,Good,36,Good,5,Good,51,Moderate,35.2725,139.5861,Asia
4863,Sweden,Helsingborg,39,Good,0,Good,39,Good,0,Good,19,Good,56.05,12.7167,Europe
4864,Finland,Helsinki,162,Unhealthy,5,Good,17,Good,15,Good,162,Unhealthy,60.1708,24.9375,Europe
4865,Netherlands,Heusden,39,Good,1,Good,29,Good,4,Good,39,Good,51.6998,5.166,Europe
4866,United States,Highlands Ranch,76,Moderate,2,Good,5,Good,14,Good,76,Moderate,39.5419,-104.9708,North America
4867,United States,Immokalee,62,Moderate,2,Good,11,Good,9,Good,62,Moderate,26.4253,-81.4251,North America
4868,Tanzania,Iringa,17,Good,0,Good,17,Good,0,Good,11,Good,-7.77,35.69,Africa
4869,Uzbekistan,Iskandar,124,Unhealthy for Sensitive Groups,1,Good,58,Moderate,2,Good,124,Unhealthy for Sensitive Groups,41.5581,69.7047,Asia
4870,United States,Islip,83,Moderate,2,Good,41,Good,11,Good,83,Moderate,40.7385,-73.1888,North America
4871,Colombia,Ituango,34,Good,1,Good,13,Good,0,Good,34,Good,7.1667,-75.75,South America
4872,Belgium,Izegem,37,Good,1,Good,24,Good,3,Good,37,Good,50.9172,3.215,Europe
4873,Brazil,Jales,58,Moderate,1,Good,11,Good,1,Good,58,Moderate,-20.2689,-50.5458,South America
4874,United Kingdom,Gosforth,56,Moderate,0,Good,32,Good,0,Good,56,Moderate,55.007,-1.623,Europe
4875,Mexico,Guadalupe,28,Good,1,Good,16,Good,2,Good,28,Good,25.6775,-100.2597,North America
4876,Brazil,Guarapuava,15,Good,0,Good,13,Good,0,Good,15,Good,-25.3833,-51.45,South America
4877,Turkmenistan,Gumdag,115,Unhealthy for Sensitive Groups,1,Good,41,Good,0,Good,115,Unhealthy for Sensitive Groups,39.2061,54.5906,Asia
4878,Germany,Hagenow,33,Good,0,Good,33,Good,1,Good,33,Good,53.4167,11.1833,Europe
4879,China,Haicheng,134,Unhealthy for Sensitive Groups,3,Good,134,Unhealthy for Sensitive Groups,1,Good,77,Moderate,40.8523,122.7474,Asia
4880,Somalia,Hargeysa,96,Moderate,0,Good,19,Good,0,Good,96,Moderate,9.5631,44.0675,Africa
4881,Liberia,Harper,31,Good,0,Good,27,Good,0,Good,31,Good,4.3667,-7.7167,Africa
4882,Germany,Harsewinkel,39,Good,0,Good,34,Good,1,Good,39,Good,51.9667,8.2331,Europe
4883,United States,Hawthorne,116,Unhealthy for Sensitive Groups,4,Good,7,Good,46,Good,116,Unhealthy for Sensitive Groups,33.9147,-118.3476,North America
4884,China,Hegang,40,Good,1,Good,40,Good,0,Good,24,Good,47.3139,130.2775,Asia
4885,Germany,Herxheim,54,Moderate,1,Good,30,Good,3,Good,54,Moderate,49.1469,8.22,Europe
4886,United States,Onalaska,46,Good,1,Good,46,Good,1,Good,33,Good,43.8883,-91.2075,North America
4887,Aruba,Oranjestad,163,Unhealthy,0,Good,23,Good,0,Good,163,Unhealthy,12.5186,-70.0358,
4888,Germany,Ostfildern,40,Good,1,Good,23,Good,3,Good,40,Good,48.7333,9.25,Europe
4889,Czechia,Otrokovice,60,Moderate,1,Good,30,Good,2,Good,60,Moderate,49.2099,17.5308,Europe
4890,Benin,Ouidah,100,Unhealthy for Sensitive Groups,2,Good,18,Good,2,Good,100,Unhealthy for Sensitive Groups,6.3667,2.0833,Africa
4891,Italy,Padova,54,Moderate,1,Good,35,Good,4,Good,54,Moderate,45.4064,11.8778,Europe
4892,Uganda,Pakwach,57,Moderate,2,Good,18,Good,0,Good,57,Moderate,2.4619,31.4983,Africa
4893,United States,Palm Springs,35,Good,1,Good,20,Good,6,Good,35,Good,26.6348,-80.0969,North America
4894,Philippines,President Roxas,63,Moderate,1,Good,26,Good,0,Good,63,Moderate,7.1544,125.0558,Asia
4895,South Africa,Pretoria,329,Hazardous,20,Good,2,Good,18,Good,329,Hazardous,-25.7461,28.1881,Africa
4896,Germany,Pritzwalk,38,Good,0,Good,28,Good,2,Good,38,Good,53.15,12.1833,Europe
4897,Russia,Protvino,37,Good,1,Good,37,Good,0,Good,26,Good,54.8833,37.2167,Asia
4898,Costa Rica,Puntarenas,52,Moderate,1,Good,15,Good,5,Good,52,Moderate,9.9667,-84.8333,North America
4899,United States,Quincy,64,Moderate,1,Good,30,Good,4,Good,64,Moderate,42.2506,-71.0187,North America
4900,Australia,Raymond Terrace,24,Good,0,Good,24,Good,2,Good,10,Good,-32.7615,151.7441,Oceania
4901,United States,Redwood City,66,Moderate,1,Good,24,Good,15,Good,66,Moderate,37.5025,-122.2253,North America
4902,India,Rehli,157,Unhealthy,1,Good,37,Good,0,Good,157,Unhealthy,23.63,79.08,Asia
4903,Switzerland,Renens,39,Good,1,Good,25,Good,1,Good,39,Good,46.5333,6.5833,Europe
4904,Brazil,Resplendor,47,Good,1,Good,1,Good,4,Good,47,Good,-19.3258,-41.255,South America
4905,United States,Ridgecrest,35,Good,1,Good,35,Good,2,Good,24,Good,35.6308,-117.6622,North America
4906,Germany,Ritterhude,31,Good,0,Good,30,Good,1,Good,31,Good,53.1861,8.758,Europe
4907,United States,Robbinsdale,53,Moderate,1,Good,40,Good,4,Good,53,Moderate,45.0261,-93.3332,North America
4908,Belgium,Rochefort,32,Good,1,Good,24,Good,3,Good,32,Good,45.9421,-0.9588,Europe
4909,United States,Rosaryville,51,Moderate,1,Good,33,Good,5,Good,51,Moderate,38.7672,-76.8266,North America
4910,Finland,Rovaniemi,29,Good,1,Good,29,Good,0,Good,15,Good,66.5,25.7333,Europe
4911,Italy,Rozzano,64,Moderate,1,Good,40,Good,3,Good,64,Moderate,45.3833,9.15,Europe
4912,Ghana,Salaga,55,Moderate,2,Good,9,Good,0,Good,55,Moderate,8.55,-0.5167,Africa
4913,South Africa,Saldanha,66,Moderate,1,Good,19,Good,1,Good,66,Moderate,-32.9978,17.9456,Africa
4914,Spain,Salt,35,Good,1,Good,24,Good,3,Good,35,Good,41.9761,2.7881,Europe
4915,Mexico,Saltillo,48,Good,1,Good,16,Good,2,Good,48,Good,25.4231,-100.9919,North America
4916,Colombia,San Alberto,63,Moderate,2,Good,7,Good,3,Good,63,Moderate,7.7525,-73.3892,South America
4917,Italy,San Giovanni Lupatoto,60,Moderate,1,Good,40,Good,3,Good,60,Moderate,45.3833,11.0333,Europe
4918,Costa Rica,San Rafael Abajo,94,Moderate,3,Good,4,Good,14,Good,94,Moderate,9.8943,-84.0837,North America
4919,Guatemala,Sanarate,65,Moderate,2,Good,19,Good,3,Good,65,Moderate,14.795,-90.1922,North America
4920,Poland,Sandomierz,36,Good,1,Good,30,Good,1,Good,36,Good,50.6833,21.75,Europe
4921,United States,Sandusky,43,Good,1,Good,37,Good,3,Good,43,Good,41.4468,-82.7024,North America
4922,United States,Shelby,67,Moderate,2,Good,26,Good,11,Good,67,Moderate,35.2904,-81.5451,North America
4923,India,Sherkot,240,Very Unhealthy,6,Good,156,Unhealthy,9,Good,240,Very Unhealthy,29.35,78.58,Asia
4924,Japan,Shiraoka,48,Good,1,Good,48,Good,3,Good,22,Good,36.0191,139.6769,Asia
4925,Russia,Shuya,31,Good,1,Good,31,Good,1,Good,28,Good,56.85,41.3667,Asia
4926,India,Sironj,154,Unhealthy,1,Good,38,Good,0,Good,154,Unhealthy,24.1,77.7,Asia
4927,Nicaragua,Siuna,25,Good,1,Good,11,Good,0,Good,25,Good,13.7347,-84.7783,North America
4928,India,Sardulgarh,500,Hazardous,1,Good,40,Good,1,Good,500,Hazardous,29.697,75.2388,Asia
4929,United States,Savage,50,Good,1,Good,40,Good,4,Good,50,Good,44.7545,-93.3632,North America
4930,Ghana,Savelugu,52,Moderate,2,Good,5,Good,1,Good,52,Moderate,9.6167,-0.8333,Africa
4931,Germany,Schwalbach,31,Good,0,Good,31,Good,1,Good,26,Good,49.2833,6.8167,Europe
4932,United States,Searcy,73,Moderate,1,Good,17,Good,7,Good,73,Moderate,35.2418,-91.7351,North America
4933,Spain,Segovia,34,Good,1,Good,20,Good,3,Good,34,Good,40.9481,-4.1183,Europe
4934,Italy,Settimo Torinese,72,Moderate,2,Good,23,Good,8,Good,72,Moderate,45.1333,7.7667,Europe
4935,Japan,Settsu,46,Good,1,Good,46,Good,0,Good,23,Good,34.7772,135.5622,Asia
